chrom	start	end	atac_is_dynamic
chrIII	5453560	5453688	constitutive
chrIII	5453821	5453956	dynamic
chrIII	5464230	5464422	constitutive
chrIII	5464904	5465098	dynamic
chrIII	5467988	5468219	dynamic
chrIII	5469149	5469321	constitutive
chrIII	5469548	5469757	constitutive
chrIII	5471652	5471817	dynamic
chrIII	5472775	5472956	dynamic
chrIII	5474265	5474442	dynamic
chrIII	5484003	5484115	dynamic
chrIII	5486422	5486572	constitutive
chrIII	5487299	5487456	constitutive
chrIII	5489083	5489310	constitutive
chrIII	5496268	5496395	dynamic
chrIII	5498670	5498850	constitutive
chrIII	5499051	5499165	dynamic
chrIII	5499979	5500098	dynamic
chrIII	5501457	5501590	dynamic
chrIII	5501712	5501831	constitutive
chrIII	5502141	5502329	constitutive
chrIII	5502920	5503078	dynamic
chrIII	5503278	5503452	dynamic
chrIII	5503759	5503859	dynamic
chrIII	5504237	5504365	constitutive
chrIII	5504731	5504920	constitutive
chrIII	5505519	5505708	constitutive
chrIII	5505967	5506147	constitutive
chrIII	5506389	5506503	constitutive
chrIII	5517599	5517728	dynamic
chrIII	5519912	5520062	dynamic
chrIII	5521742	5521884	dynamic
chrIII	5522227	5522387	dynamic
chrIII	5525337	5525502	dynamic
chrIII	5526036	5526227	dynamic
chrIII	5528026	5528207	dynamic
chrIII	5542077	5542208	dynamic
chrIII	5542792	5542957	dynamic
chrIII	5543150	5543262	dynamic
chrIII	5546445	5546572	dynamic
chrIII	5546845	5546999	dynamic
chrIII	5547267	5547394	constitutive
chrIII	5550247	5550414	dynamic
chrIII	5552347	5552476	dynamic
chrIII	5553233	5553380	dynamic
chrIII	5555053	5555155	dynamic
chrIII	5563703	5563939	dynamic
chrIII	5564859	5565036	dynamic
chrIII	5565345	5565487	constitutive
chrIII	5565785	5565930	dynamic
chrIII	5570879	5571041	dynamic
chrIII	5572899	5573101	constitutive
chrIII	5580966	5581088	dynamic
chrIII	5584832	5584974	dynamic
chrIII	5587035	5587138	dynamic
chrIII	5591856	5591964	constitutive
chrIII	5594037	5594161	constitutive
chrIII	5594422	5594562	constitutive
chrIII	5594821	5594929	constitutive
chrIII	5595484	5595616	constitutive
chrIII	5602104	5602271	constitutive
chrIII	5603610	5603796	constitutive
chrIII	5604199	5604299	dynamic
chrIII	5610375	5610516	constitutive
chrIII	5611710	5611851	dynamic
chrIII	5619220	5619387	dynamic
chrIII	5619842	5619997	dynamic
chrIII	5620264	5620398	dynamic
chrIII	5620738	5620872	constitutive
chrIII	5621334	5621486	constitutive
chrIII	5622232	5622475	dynamic
chrIII	5622720	5622880	dynamic
chrIII	5623445	5623599	dynamic
chrIII	5624183	5624373	constitutive
chrIII	5624454	5624575	constitutive
chrIII	5628478	5628685	constitutive
chrIII	5630466	5630648	dynamic
chrIII	5631990	5632112	constitutive
chrIII	5632684	5632854	dynamic
chrIII	5634678	5634870	dynamic
chrIII	5637387	5637510	dynamic
chrIII	5639978	5640135	dynamic
chrIII	5642840	5642953	dynamic
chrIII	5643511	5643660	dynamic
chrIII	5647245	5647398	dynamic
chrIII	5648329	5648486	dynamic
chrIII	5653851	5654017	dynamic
chrIII	5657934	5658081	dynamic
chrIII	5661071	5661329	dynamic
chrIII	5662222	5662360	dynamic
chrIII	5662620	5662916	dynamic
chrIII	5663266	5663458	dynamic
chrIII	5663631	5663819	dynamic
chrIII	5664125	5664252	dynamic
chrIII	5665352	5665486	constitutive
chrIII	5665814	5666029	constitutive
chrIII	5666738	5666847	constitutive
chrIII	5667020	5667168	constitutive
chrIII	5667584	5667742	dynamic
chrIII	5668142	5668298	dynamic
chrIII	5679028	5679140	constitutive
chrIII	5679848	5680061	dynamic
chrIII	5680247	5680470	dynamic
chrIII	5684757	5684912	constitutive
chrIII	5685594	5685732	dynamic
chrIII	5686345	5686568	dynamic
chrIII	5688341	5688475	dynamic
chrIII	5689884	5690041	dynamic
chrIII	5691234	5691411	dynamic
chrIII	5692783	5692884	constitutive
chrIII	5697987	5698130	dynamic
chrIII	5698449	5698556	constitutive
chrIII	5701557	5701663	dynamic
chrIII	5705554	5705729	dynamic
chrIII	5705891	5706056	dynamic
chrIII	5706325	5706432	constitutive
chrIII	5708010	5708278	constitutive
chrIII	5709525	5709660	constitutive
chrIII	5709938	5710068	constitutive
chrIII	5710789	5710960	constitutive
chrIII	5711361	5711475	constitutive
chrIII	5714306	5714429	dynamic
chrIII	5715001	5715114	constitutive
chrIII	5715553	5715753	dynamic
chrIII	5716125	5716325	dynamic
chrIII	5718485	5718667	dynamic
chrIII	5719176	5719291	dynamic
chrIII	5719358	5719456	dynamic
chrIII	5719895	5719998	dynamic
chrIII	5720602	5720746	dynamic
chrIII	5721596	5721766	constitutive
chrIII	5721988	5722223	constitutive
chrIII	5723394	5723516	constitutive
chrIII	5727887	5728034	dynamic
chrIII	5734988	5735120	dynamic
chrIII	5748334	5748624	dynamic
chrIII	5748637	5748748	dynamic
chrIII	5755358	5755502	dynamic
chrIII	5757451	5757684	dynamic
chrIII	5758751	5758891	dynamic
chrIII	5760806	5760975	dynamic
chrIII	5762042	5762163	dynamic
chrIII	5762203	5762279	dynamic
chrIII	5766672	5766794	dynamic
chrIII	5768985	5769213	constitutive
chrIII	5769777	5769918	dynamic
chrIII	5779853	5780057	dynamic
chrIII	5782209	5782337	dynamic
chrIII	5783956	5784157	dynamic
chrIII	5785654	5785790	constitutive
chrIII	5798793	5798931	dynamic
chrIII	5801142	5801274	dynamic
chrIII	5803058	5803157	dynamic
chrIII	5806947	5807050	dynamic
chrIII	5810074	5810243	dynamic
chrIII	5811968	5812170	dynamic
chrIII	5812752	5812905	constitutive
chrIII	5813594	5813735	dynamic
chrIII	5814159	5814296	dynamic
chrIII	5814760	5814891	constitutive
chrIII	5814997	5815113	dynamic
chrIII	5816285	5816378	constitutive
chrIII	5818340	5818479	constitutive
chrIII	5820388	5820627	constitutive
chrIII	5825992	5826222	dynamic
chrIII	5826975	5827232	dynamic
chrIII	5834084	5834300	dynamic
chrIII	5834738	5834897	constitutive
chrIII	5835240	5835379	constitutive
chrIII	5835546	5835701	dynamic
chrIII	5836317	5836468	constitutive
chrIII	5836860	5837001	constitutive
chrIII	5837521	5837692	dynamic
chrIII	5838331	5838501	dynamic
chrIII	5838701	5838874	constitutive
chrIII	5839216	5839374	dynamic
chrIII	5839628	5839833	dynamic
chrIII	5840313	5840516	dynamic
chrIII	5840874	5841052	dynamic
chrIII	5841154	5841311	dynamic
chrIII	5841786	5841962	dynamic
chrIII	5842731	5842876	dynamic
chrIII	5843071	5843254	dynamic
chrIII	5843628	5843918	dynamic
chrIII	5844589	5844736	dynamic
chrIII	5844895	5845047	dynamic
chrIII	5845481	5845736	dynamic
chrIII	5846597	5846760	dynamic
chrIII	5846946	5847099	dynamic
chrIII	5853316	5853428	constitutive
chrIII	5855456	5855625	dynamic
chrIII	5855889	5856009	constitutive
chrIII	5856503	5856632	dynamic
chrIII	5856944	5857087	dynamic
chrIII	5863764	5863924	dynamic
chrIII	5864024	5864124	dynamic
chrIII	5864368	5864472	constitutive
chrIII	5869484	5869611	constitutive
chrIII	5871844	5871949	constitutive
chrIII	5872362	5872579	dynamic
chrIII	5874297	5874511	dynamic
chrIII	5874719	5874888	dynamic
chrIII	5875793	5875974	dynamic
chrIII	5876289	5876433	dynamic
chrIII	5876873	5877030	dynamic
chrIII	5878300	5878426	dynamic
chrIII	5879380	5879487	constitutive
chrIII	5883611	5883858	dynamic
chrIII	5892970	5893096	dynamic
chrIII	5894266	5894419	dynamic
chrIII	5896223	5896391	dynamic
chrIII	5897197	5897335	constitutive
chrIII	5897564	5897720	dynamic
chrIII	5898756	5898930	dynamic
chrIII	5900344	5900495	constitutive
chrIII	5900787	5901061	dynamic
chrIII	5901706	5901869	constitutive
chrIII	5904575	5904727	constitutive
chrIII	5905104	5905256	dynamic
chrIII	5906159	5906270	constitutive
chrIII	5906809	5906931	dynamic
chrIII	5907846	5907974	dynamic
chrIII	5914746	5914879	dynamic
chrIII	5915172	5915288	constitutive
chrIII	5915963	5916124	dynamic
chrIII	5917807	5917939	constitutive
chrIII	5919974	5920259	dynamic
chrIII	5921270	5921649	dynamic
chrIII	5922251	5922430	dynamic
chrIII	5922708	5922883	dynamic
chrIII	5925830	5925948	dynamic
chrIII	5928998	5929116	constitutive
chrIII	5930746	5930878	dynamic
chrIII	5931520	5931711	dynamic
chrIII	5932907	5933042	constitutive
chrIII	5934078	5934361	constitutive
chrIII	5937015	5937172	dynamic
chrIII	5937997	5938231	dynamic
chrIII	5938586	5938713	constitutive
chrIII	5938850	5938965	dynamic
chrIII	5939183	5939326	dynamic
chrIII	5939575	5939732	constitutive
chrIII	5940019	5940173	dynamic
chrIII	5940528	5940674	dynamic
chrIII	5941054	5941211	constitutive
chrIII	5941905	5942258	dynamic
chrIII	5943361	5943659	dynamic
chrIII	5943837	5944025	dynamic
chrIII	5947860	5947991	dynamic
chrIII	5948259	5948360	dynamic
chrIII	5948561	5948726	dynamic
chrIII	5949062	5949204	dynamic
chrIII	5949866	5950023	dynamic
chrIII	5950798	5950948	dynamic
chrIII	5951124	5951334	dynamic
chrIII	5951653	5951810	dynamic
chrIII	5958256	5958364	dynamic
chrIII	5958595	5958718	dynamic
chrIII	5959112	5959219	constitutive
chrIII	5962429	5962620	constitutive
chrIII	5963045	5963140	dynamic
chrIII	5964216	5964381	dynamic
chrIII	5964502	5964683	dynamic
chrIII	5965944	5966071	dynamic
chrIII	5972621	5972751	constitutive
chrIII	5975411	5975581	dynamic
chrIII	5976080	5976219	dynamic
chrIII	5980359	5980502	dynamic
chrIII	5981322	5981448	dynamic
chrIII	5981562	5981688	dynamic
chrIII	5982857	5983010	dynamic
chrIII	5983137	5983236	constitutive
chrIII	5983819	5983989	dynamic
chrIII	5985894	5986064	constitutive
chrIII	5987152	5987279	dynamic
chrIII	5988081	5988235	dynamic
chrIII	5988580	5988692	dynamic
chrIII	5989068	5989241	dynamic
chrIII	5989421	5989551	constitutive
chrIII	5991113	5991335	constitutive
chrIII	5991518	5991636	dynamic
chrIII	5991778	5991946	dynamic
chrIII	5992019	5992221	dynamic
chrIII	5992421	5992641	dynamic
chrIII	5992875	5992997	dynamic
chrIII	5996261	5996401	constitutive
chrIII	5998570	5998819	dynamic
chrIII	5999682	5999904	dynamic
chrIII	6009032	6009150	dynamic
chrIII	6009155	6009276	dynamic
chrIII	6012928	6013042	dynamic
chrIII	6013257	6013351	constitutive
chrIII	6019850	6019961	dynamic
chrIII	6026677	6026898	constitutive
chrIII	6027692	6027843	dynamic
chrIII	6028499	6028690	dynamic
chrIII	6032221	6032348	dynamic
chrIII	6039427	6039548	dynamic
chrIII	6046928	6047248	dynamic
chrIII	6047849	6048020	dynamic
chrIII	6048679	6048843	dynamic
chrIII	6056283	6056403	dynamic
chrIII	6058528	6058694	dynamic
chrIII	6059965	6060150	dynamic
chrIII	6066283	6066396	dynamic
chrIII	6067559	6067723	dynamic
chrIII	6073762	6073888	dynamic
chrIII	6076585	6076706	constitutive
chrIII	6077160	6077284	dynamic
chrIII	6077589	6077782	dynamic
chrIII	6078064	6078198	dynamic
chrIII	6078930	6079099	dynamic
chrIII	6080166	6080323	dynamic
chrIII	6081873	6081991	constitutive
chrIII	6088038	6088200	dynamic
chrIII	6095425	6095590	dynamic
chrIII	6097707	6097816	constitutive
chrIII	6099783	6099995	dynamic
chrIII	6105798	6106048	dynamic
chrIII	6106930	6107128	dynamic
chrIII	6110183	6110329	dynamic
chrIII	6116052	6116250	constitutive
chrIII	6116595	6116706	constitutive
chrIII	6116934	6117067	dynamic
chrIII	6117233	6117362	dynamic
chrIII	6117769	6117900	dynamic
chrIII	6124750	6124899	constitutive
chrIII	6131506	6131674	dynamic
chrIII	6132083	6132198	dynamic
chrIII	6132439	6132576	dynamic
chrIII	6133304	6133433	constitutive
chrIII	6133566	6133687	constitutive
chrIII	6133736	6133875	constitutive
chrIII	6134156	6134331	constitutive
chrIII	6135323	6135456	dynamic
chrIII	6136087	6136216	constitutive
chrIII	6136740	6136895	dynamic
chrIII	6137448	6137654	dynamic
chrIII	6138469	6138679	dynamic
chrIII	6139354	6139504	dynamic
chrIII	6140012	6140153	dynamic
chrIII	6140380	6140532	constitutive
chrIII	6140788	6141029	dynamic
chrIII	6141618	6141748	dynamic
chrIII	6144511	6144765	dynamic
chrIII	6145005	6145108	dynamic
chrIII	6145340	6145617	dynamic
chrIII	6145941	6146107	constitutive
chrIII	6148617	6148853	constitutive
chrIII	6149667	6149936	dynamic
chrIII	6150248	6150455	dynamic
chrIII	6152015	6152190	dynamic
chrIII	6153223	6153479	dynamic
chrIII	6155560	6155748	constitutive
chrIII	6155883	6156067	dynamic
chrIII	6157406	6157652	constitutive
chrIII	6158024	6158177	dynamic
chrIII	6158643	6158761	constitutive
chrIII	6159251	6159403	constitutive
chrIII	6163434	6163599	dynamic
chrIII	6164246	6164393	dynamic
chrIII	6168884	6169062	dynamic
chrIII	6170155	6170291	constitutive
chrIII	6171455	6171603	dynamic
chrIII	6173110	6173220	constitutive
chrIII	6173368	6173507	dynamic
chrIII	6178555	6178712	dynamic
chrIII	6179030	6179197	dynamic
chrIII	6180350	6180532	dynamic
chrIII	6186728	6186843	dynamic
chrIII	6188123	6188229	dynamic
chrIII	6190071	6190176	constitutive
chrIII	6195066	6195241	constitutive
chrIII	6198489	6198649	dynamic
chrIII	6198744	6198853	dynamic
chrIII	6202128	6202341	dynamic
chrIII	6206341	6206452	constitutive
chrIII	6207139	6207267	dynamic
chrIII	6207986	6208124	dynamic
chrIII	6209694	6209987	dynamic
chrIII	6210262	6210396	dynamic
chrIII	6216041	6216199	constitutive
chrIII	6219627	6219768	dynamic
chrIII	6221481	6221599	dynamic
chrIII	6221789	6221876	dynamic
chrIII	6230149	6230274	dynamic
chrIII	6232041	6232166	constitutive
chrIII	6232865	6233060	constitutive
chrIII	6233311	6233420	dynamic
chrIII	6248159	6248268	constitutive
chrIII	6268359	6268475	dynamic
chrIII	6277036	6277287	dynamic
chrIII	6278506	6278639	constitutive
chrIII	6278952	6279088	dynamic
chrIII	6279505	6279644	dynamic
chrIII	6280117	6280392	dynamic
chrIII	6283090	6283237	dynamic
chrIII	6285894	6286033	dynamic
chrIII	6287373	6287514	dynamic
chrIII	6288163	6288366	dynamic
chrIII	6289420	6289556	dynamic
chrIII	6297435	6297552	dynamic
chrIII	6299486	6299624	dynamic
chrIII	6303117	6303270	dynamic
chrIII	6303454	6303558	dynamic
chrIII	6303882	6303988	dynamic
chrIII	6304242	6304384	dynamic
chrIII	6307837	6308049	dynamic
chrIII	6310378	6310556	dynamic
chrIII	6313772	6313995	dynamic
chrIII	6317430	6317703	dynamic
chrIII	6324581	6324786	dynamic
chrIII	6325192	6325312	dynamic
chrIII	6327443	6327621	dynamic
chrIII	6328729	6328879	dynamic
chrIII	6329604	6329844	dynamic
chrIII	6331753	6331945	dynamic
chrIII	6339536	6339742	dynamic
chrIII	6340134	6340274	dynamic
chrIII	6340603	6340727	constitutive
chrIII	6342148	6342258	dynamic
chrIII	6344831	6344954	constitutive
chrIII	6345612	6345761	dynamic
chrIII	6346027	6346183	dynamic
chrIII	6347846	6347987	constitutive
chrIII	6348669	6348839	constitutive
chrIII	6350940	6351096	constitutive
chrIII	6351352	6351723	dynamic
chrIII	6352567	6352828	dynamic
chrIII	6354797	6355041	dynamic
chrIII	6355396	6355615	dynamic
chrIII	6355993	6356161	dynamic
chrIII	6357878	6358018	constitutive
chrIII	6358772	6359019	constitutive
chrIII	6359265	6359405	dynamic
chrIII	6360162	6360346	dynamic
chrIII	6360934	6361089	dynamic
chrIII	6361589	6361793	dynamic
chrIII	6362077	6362196	dynamic
chrIII	6362390	6362737	dynamic
chrIII	6364485	6364651	dynamic
chrIII	6366666	6366850	dynamic
chrIII	6367785	6367893	constitutive
chrIII	6373866	6374005	dynamic
chrIII	6374085	6374267	dynamic
chrIII	6374444	6374593	dynamic
chrIII	6375083	6375210	constitutive
chrIII	6379211	6379317	constitutive
chrIII	6382984	6383118	dynamic
chrIII	6383233	6383346	dynamic
chrIII	6393975	6394136	dynamic
chrIII	6395812	6395989	dynamic
chrIII	6396453	6396673	dynamic
chrIII	6396857	6396984	dynamic
chrIII	6398189	6398370	dynamic
chrIII	6401259	6401406	constitutive
chrIII	6402037	6402165	dynamic
chrIII	6402376	6402652	dynamic
chrIII	6402895	6403007	dynamic
chrIII	6403837	6403959	constitutive
chrIII	6405277	6405423	dynamic
chrIII	6411503	6411625	dynamic
chrIII	6415603	6415705	dynamic
chrIII	6418261	6418497	constitutive
chrIII	6419092	6419315	constitutive
chrIII	6419636	6419772	dynamic
chrIII	6420253	6420411	constitutive
chrIII	6420576	6420698	dynamic
chrIII	6421030	6421211	dynamic
chrIII	6421517	6421639	dynamic
chrIII	6422145	6422370	dynamic
chrIII	6422806	6422950	dynamic
chrIII	6427757	6427874	constitutive
chrIII	6429725	6429852	constitutive
chrIII	6431846	6431952	constitutive
chrIII	6439913	6440043	dynamic
chrIII	6441860	6441996	dynamic
chrIII	6442392	6442557	dynamic
chrIII	6442657	6442741	dynamic
chrIII	6442825	6442952	dynamic
chrIII	6444424	6444562	constitutive
chrIII	6446679	6446868	constitutive
chrIII	6447232	6447424	dynamic
chrIII	6447622	6447744	dynamic
chrIII	6448006	6448123	dynamic
chrIII	6452545	6452714	constitutive
chrIII	6452820	6452929	dynamic
chrIII	6453200	6453309	dynamic
chrIII	6453738	6453854	constitutive
chrIII	6454130	6454264	dynamic
chrIII	6456546	6456661	constitutive
chrIII	6463432	6463561	constitutive
chrIII	6464233	6464489	dynamic
chrIII	6465004	6465107	dynamic
chrIII	6466682	6466800	dynamic
chrIII	6475491	6475640	dynamic
chrIII	6476492	6476660	dynamic
chrIII	6478623	6478790	dynamic
chrIII	6479113	6479279	dynamic
chrIII	6479517	6479689	dynamic
chrIII	6488999	6489104	dynamic
chrIII	6495278	6495417	dynamic
chrIII	6500359	6500519	constitutive
chrIII	6504225	6504325	dynamic
chrIII	6505630	6505808	dynamic
chrIII	6508428	6508577	dynamic
chrIII	6510676	6511021	constitutive
chrIII	6513920	6514037	dynamic
chrIII	6537217	6537428	dynamic
chrIII	6551285	6551421	dynamic
chrIII	6551715	6551940	constitutive
chrIII	6553444	6553595	dynamic
chrIII	6563588	6563678	dynamic
chrIII	6563731	6563847	dynamic
chrIII	6572720	6572827	dynamic
chrIII	6575137	6575243	dynamic
chrIII	6577403	6577513	constitutive
chrIII	6592571	6592799	dynamic
chrIII	6593186	6593379	constitutive
chrIII	6600543	6600769	dynamic
chrIII	6600964	6601099	dynamic
chrIII	6601283	6601462	dynamic
chrIII	6601796	6601923	dynamic
chrIII	6602144	6602285	dynamic
chrIII	6602885	6603054	constitutive
chrIII	6603272	6603404	constitutive
chrIII	6603800	6603985	dynamic
chrIII	6604388	6604546	dynamic
chrIII	6605513	6605624	dynamic
chrIII	6605688	6605793	dynamic
chrIII	6606193	6606316	constitutive
chrIII	6606576	6606701	constitutive
chrIII	6607234	6607375	dynamic
chrIII	6607869	6607967	constitutive
chrIII	6608200	6608314	dynamic
chrIII	6612391	6612532	dynamic
chrIII	6615137	6615252	dynamic
chrIII	6619431	6619537	dynamic
chrIII	6625394	6625502	constitutive
chrIII	6626381	6626496	dynamic
chrIII	6627984	6628097	dynamic
chrIII	6628373	6628611	dynamic
chrIII	6628874	6628991	dynamic
chrIII	6631868	6632055	dynamic
chrIII	6639128	6639289	dynamic
chrIII	6646811	6646955	dynamic
chrIII	6648098	6648381	constitutive
chrIII	6648636	6648743	dynamic
chrIII	6655901	6656068	dynamic
chrIII	6656939	6657141	dynamic
chrIII	6658934	6659072	dynamic
chrIII	6659427	6659557	constitutive
chrIII	6661784	6661890	dynamic
chrIII	6663530	6663644	dynamic
chrIII	6675586	6675720	dynamic
chrIII	6678190	6678400	dynamic
chrIII	6690561	6690758	dynamic
chrIII	6693370	6693500	dynamic
chrIII	6695210	6695400	dynamic
chrIII	6696428	6696646	dynamic
chrIII	6710076	6710189	dynamic
chrIII	6711723	6711864	dynamic
chrIII	6713395	6713502	dynamic
chrIII	6722328	6722435	dynamic
chrIII	6724066	6724243	constitutive
chrIII	6727177	6727313	dynamic
chrIII	6730131	6730323	constitutive
chrIII	6731351	6731465	dynamic
chrIII	6731843	6732009	constitutive
chrIII	6741170	6741365	constitutive
chrIII	6741639	6741772	dynamic
chrIII	6742669	6742808	dynamic
chrIII	6743022	6743104	dynamic
chrIII	6743472	6743691	dynamic
chrIII	6744531	6744702	dynamic
chrIII	6795402	6795506	constitutive
chrIII	6796711	6796864	dynamic
chrIII	6798103	6798317	dynamic
chrIII	6798984	6799132	dynamic
chrIII	6799458	6799680	dynamic
chrIII	6801022	6801242	dynamic
chrIII	6801946	6802155	dynamic
chrIII	6803164	6803310	dynamic
chrIII	6804423	6804674	constitutive
chrIII	6805431	6805550	dynamic
chrIII	6806299	6806440	dynamic
chrIII	6807163	6807286	dynamic
chrIII	6808567	6808708	dynamic
chrIII	6816965	6817118	constitutive
chrIII	6818039	6818214	dynamic
chrIII	6819580	6819710	dynamic
chrIII	6819993	6820133	constitutive
chrIII	6820408	6820539	dynamic
chrIII	6821032	6821288	dynamic
chrIII	6822154	6822265	dynamic
chrIII	6822913	6823033	dynamic
chrIII	6823830	6824011	dynamic
chrIII	6824414	6824613	dynamic
chrIII	6826223	6826382	dynamic
chrIII	6827773	6827912	dynamic
chrIII	6828684	6828824	dynamic
chrIII	6828985	6829116	dynamic
chrIII	6829396	6829547	dynamic
chrIII	6830041	6830231	dynamic
chrIII	6830448	6830570	dynamic
chrIII	6830837	6831023	dynamic
chrIII	6831577	6831748	dynamic
chrIII	6832536	6832765	dynamic
chrIII	6833567	6833748	constitutive
chrIII	6835397	6835493	dynamic
chrIII	6835773	6836052	dynamic
chrIII	6836885	6837078	dynamic
chrIII	6837385	6837555	dynamic
chrIII	6838152	6838286	dynamic
chrIII	6848759	6848905	dynamic
chrIII	6850290	6850458	dynamic
chrIII	6852119	6852315	constitutive
chrIII	6852553	6852711	dynamic
chrIII	6857399	6857486	constitutive
chrIII	6857613	6857767	constitutive
chrIII	6864009	6864148	dynamic
chrIII	6864906	6865086	constitutive
chrIII	6869382	6869489	dynamic
chrIII	6871079	6871325	dynamic
chrIII	6871708	6871835	dynamic
chrIII	6872191	6872336	dynamic
chrIII	6872611	6872805	constitutive
chrIII	6887705	6887825	constitutive
chrIII	6888590	6888742	dynamic
chrIII	6889471	6889569	dynamic
chrIII	6894613	6894750	dynamic
chrIII	6895151	6895401	dynamic
chrIII	6895911	6896034	dynamic
chrIII	6896219	6896339	dynamic
chrIII	6897698	6897837	constitutive
chrIII	6898154	6898255	constitutive
chrIII	6898595	6898742	dynamic
chrIII	6902801	6902925	dynamic
chrIII	6903379	6903532	dynamic
chrIII	6904528	6904673	dynamic
chrIII	6912148	6912369	dynamic
chrIII	6917275	6917409	dynamic
chrIII	6928847	6928966	dynamic
chrIII	6929204	6929355	dynamic
chrIII	6929656	6929763	constitutive
chrIII	6935547	6935680	constitutive
chrIII	6943868	6944044	dynamic
chrIII	6945678	6945959	dynamic
chrIII	6946441	6946555	dynamic
chrIII	6947963	6948188	dynamic
chrIII	6951527	6951637	constitutive
chrIII	6958914	6959153	dynamic
chrIII	6961247	6961355	constitutive
chrIII	6961563	6961672	constitutive
chrIII	6962149	6962310	dynamic
chrIII	6967994	6968130	dynamic
chrIII	6968361	6968469	constitutive
chrIII	6968766	6968893	dynamic
chrIII	6969268	6969365	dynamic
chrIII	6969813	6969958	dynamic
chrIII	6970102	6970270	dynamic
chrIII	6970457	6970590	dynamic
chrIII	6970745	6970864	dynamic
chrIII	6971283	6971429	dynamic
chrIII	6971980	6972101	constitutive
chrIII	6973782	6973901	constitutive
chrIII	6978880	6979109	dynamic
chrIII	6982098	6982271	constitutive
chrIII	6985250	6985423	dynamic
chrIII	6988002	6988190	dynamic
chrIII	6988203	6988343	dynamic
chrIII	6989260	6989416	dynamic
chrIII	6989944	6990089	dynamic
chrIII	6991051	6991185	dynamic
chrIII	6991516	6991663	dynamic
chrIII	6992654	6992795	dynamic
chrIII	6993177	6993376	dynamic
chrIII	6993480	6993601	dynamic
chrIII	6995915	6996061	dynamic
chrIII	6998225	6998352	dynamic
chrIII	7005267	7005428	dynamic
chrIII	7006469	7006709	dynamic
chrIII	7008954	7009130	dynamic
chrIII	7012142	7012325	dynamic
chrIII	7020819	7021048	dynamic
chrIII	7021325	7021440	constitutive
chrIII	7026009	7026142	constitutive
chrIII	7030087	7030250	dynamic
chrIII	7030531	7030645	dynamic
chrIII	7031002	7031146	dynamic
chrIII	7031331	7031446	dynamic
chrIII	7031587	7031699	dynamic
chrIII	7032050	7032206	dynamic
chrIII	7034529	7034686	dynamic
chrIII	7034904	7035016	dynamic
chrIII	7060765	7060916	dynamic
chrIII	7064677	7064807	dynamic
chrIII	7067485	7067606	constitutive
chrIII	7068716	7068825	dynamic
chrIII	7074046	7074153	constitutive
chrIII	7084995	7085105	dynamic
chrIII	7087231	7087356	constitutive
chrIII	7087999	7088109	constitutive
chrIII	7101880	7102040	dynamic
chrIII	7102091	7102346	dynamic
chrIII	7102512	7102656	dynamic
chrIII	7104099	7104256	dynamic
chrIII	7106784	7106974	dynamic
chrIII	7107031	7107208	dynamic
chrIII	7108012	7108156	dynamic
chrIII	7116233	7116358	dynamic
chrIII	7116702	7116856	constitutive
chrIII	7118927	7119072	dynamic
chrIII	7120584	7120730	dynamic
chrIII	7122924	7123026	dynamic
chrIII	7128650	7128770	dynamic
chrIII	7133656	7133759	dynamic
chrIII	7140421	7140580	dynamic
chrIII	7141241	7141419	dynamic
chrIII	7142141	7142296	dynamic
chrIII	7151500	7151596	dynamic
chrIII	7152600	7152737	constitutive
chrIII	7153328	7153484	constitutive
chrIII	7153892	7154057	constitutive
chrIII	7154599	7154736	dynamic
chrIII	7155425	7155501	constitutive
chrIII	7155720	7155902	dynamic
chrIII	7156246	7156424	dynamic
chrIII	7156773	7157020	constitutive
chrIII	7162370	7162487	constitutive
chrIII	7164988	7165097	dynamic
chrIII	7165349	7165451	dynamic
chrIII	7165788	7166002	constitutive
chrIII	7166220	7166326	constitutive
chrIII	7166715	7166900	dynamic
chrIII	7167073	7167150	dynamic
chrIII	7179370	7179514	dynamic
chrIII	7179739	7179846	constitutive
chrIII	7180650	7180819	dynamic
chrIII	7181886	7181999	constitutive
chrIII	7184093	7184199	constitutive
chrIII	7187861	7188048	dynamic
chrIII	7188328	7188486	dynamic
chrIII	7189124	7189539	dynamic
chrIII	7189818	7189923	constitutive
chrIII	7193311	7193439	dynamic
chrIII	7195912	7196031	constitutive
chrIII	7198924	7199030	dynamic
chrIII	7201433	7201680	dynamic
chrIII	7203126	7203335	dynamic
chrIII	7207554	7207715	dynamic
chrIII	7207983	7208086	constitutive
chrIII	7208355	7208566	dynamic
chrIII	7208795	7208978	dynamic
chrIII	7210396	7210548	dynamic
chrIII	7210741	7210885	dynamic
chrIII	7211304	7211534	dynamic
chrIII	7212086	7212214	dynamic
chrIII	7212375	7212491	dynamic
chrIII	7212978	7213118	dynamic
chrIII	7215637	7215811	dynamic
chrIII	7217084	7217314	dynamic
chrIII	7221152	7221301	dynamic
chrIII	7234241	7234342	dynamic
chrIII	7234684	7234847	dynamic
chrIII	7238060	7238158	dynamic
chrIII	7238485	7238626	dynamic
chrIII	7241239	7241354	dynamic
chrIII	7262051	7262247	constitutive
chrIII	7271042	7271342	dynamic
chrIII	7272182	7272333	dynamic
chrIII	7272757	7272901	dynamic
chrIII	7272974	7273102	dynamic
chrIII	7273744	7273916	dynamic
chrIII	7277314	7277429	dynamic
chrIII	7278532	7278685	dynamic
